fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
07.lip;0.57;0.21;01.maj;0.069;4;9;0.99458;mar.16;0.54;09.sie;6
07.wrz;0.34;0.36;01.wrz;0.065;5;10;0.99419;mar.27;0.54;11.lut;7
08.cze;0.42;0.39;01.sie;0.068;6;12;0.99516;mar.35;0.69;11.lip;8
09.wrz;0.74;0.19;05.sie;0.111;33;76;0.99878;mar.14;0.55;09.kwi;5
07.lut;0.36;0.46;02.sty;0.074;24;44;0.99534;03.kwi;0.85;11;7
07.lut;0.36;0.46;02.sty;0.074;24;44;0.99534;03.kwi;0.85;11;7
07.lut;0.36;0.46;02.sty;0.074;24;44;0.99534;03.kwi;0.85;11;7
09.wrz;0.72;0.55;01.lip;0.136;24;52;0.99752;mar.35;0.94;10;5
07.lut;0.36;0.46;02.sty;0.074;24;44;0.99534;03.kwi;0.85;11;7
06.lut;0.39;0.43;2;0.071;14;24;0.99428;mar.45;0.87;11.lut;7
06.sie;0.65;0.02;02.sty;0.078;8;15;0.99498;mar.35;0.62;10.kwi;6
06.cze;0.44;0.15;02.sty;0.076;22;53;0.9957;mar.32;0.62;09.mar;5
06.sie;0.65;0.02;02.sty;0.078;8;15;0.99498;mar.35;0.62;10.kwi;6
09.cze;0.38;0.42;01.wrz;0.071;5;13;0.99659;mar.15;0.75;10.maj;6
10.lut;0.33;0.46;01.wrz;0.081;6;9;0.99628;03.sty;0.48;10.kwi;6
08.sie;0.27;0.46;02.sty;0.095;20;29;0.99488;mar.26;0.56;11.mar;6
07.wrz;0.57;0.31;2;0.079;10;79;0.99677;mar.29;0.69;09.maj;6
08.lut;0.34;0.37;01.wrz;0.057;43;74;0.99408;mar.23;0.81;12;6
08.lut;0.4;0.31;01.wrz;0.082;8;24;0.996;mar.24;0.69;10.cze;6
9;0.39;0.4;01.mar;0.044;25;50;0.99478;03.lut;0.83;10.wrz;6
10.wrz;0.32;0.52;01.sie;0.132;17;44;0.99734;mar.28;0.77;11.maj;6
10.wrz;0.32;0.52;01.sie;0.132;17;44;0.99734;mar.28;0.77;11.maj;6
08.sty;0.53;0.22;02.lut;0.078;33;89;0.99678;mar.26;0.46;09.cze;6
10.maj;0.36;0.47;02.lut;0.074;9;23;0.99638;mar.23;0.76;12;6
12.cze;0.39;0.49;02.maj;0.08;8;20;0.9992;03.lip;0.82;10.mar;6
09.lut;0.46;0.23;02.cze;0.091;18;77;0.99922;mar.15;0.51;09.kwi;5
07.maj;0.58;0.03;04.sty;0.08;27;46;0.99592;03.lut;0.47;09.lut;5
9;0.58;0.25;2;0.104;8;21;0.99769;mar.27;0.72;09.cze;5
05.sty;0.42;0;01.sie;0.044;18;88;0.99157;mar.68;0.73;13.cze;7
07.cze;0.43;0.29;02.sty;0.075;19;66;0.99718;03.kwi;0.64;09.maj;5
07.lip;0.18;0.34;02.lip;0.066;15;58;0.9947;mar.37;0.78;11.sie;6
07.sie;0.815;0.01;02.cze;0.074;48;90;0.99621;mar.38;0.62;10.sie;5
07.cze;0.43;0.29;02.sty;0.075;19;66;0.99718;03.kwi;0.64;09.maj;5
10.lut;0.23;0.37;02.lut;0.057;14;36;0.99614;mar.23;0.49;09.mar;4
07.sty;0.75;0.01;02.lut;0.059;11;18;0.99242;mar.39;0.4;12.sie;6
6;0.33;0.32;12.wrz;0.054;6;113;0.99572;03.mar;0.56;11.maj;4
07.sie;0.55;0;01.lip;0.07;7;17;0.99659;mar.26;0.64;09.kwi;6
07.sty;0.75;0.01;02.lut;0.059;11;18;0.99242;mar.39;0.4;12.sie;6
08.sty;0.73;0;02.maj;0.081;12;24;0.99798;mar.38;0.46;09.cze;4
06.maj;0.67;0;04.mar;0.057;11;20;0.99488;mar.45;0.56;11.sie;4
07.maj;0.61;0.2;01.lip;0.076;36;60;0.99494;03.sty;0.4;09.mar;5
09.sie;0.37;0.39;02.maj;0.079;28;65;0.99729;mar.16;0.59;09.sie;5
9;0.4;0.41;2;0.058;15;40;0.99414;mar.22;0.6;12.lut;6
08.mar;0.56;0.22;02.kwi;0.082;10;86;0.9983;mar.37;0.62;09.maj;5
05.wrz;0.29;0.25;13.kwi;0.067;72;160;0.99721;mar.33;0.54;10.mar;6
07.kwi;0.55;0.19;01.sie;0.082;15;34;0.99655;mar.49;0.68;10.maj;5
07.kwi;0.74;0.07;01.lip;0.086;15;48;0.99502;03.gru;0.48;10;5
07.kwi;0.55;0.19;01.sie;0.082;15;34;0.99655;mar.49;0.68;10.maj;5
06.wrz;0.41;0.33;02.lut;0.081;22;36;0.9949;mar.41;0.75;11.sty;6
07.sty;0.6;0.01;02.mar;0.079;24;37;0.99514;03.kwi;0.61;10.wrz;6
07.sty;0.6;0.01;02.mar;0.079;24;37;0.99514;03.kwi;0.61;10.wrz;6
07.maj;0.58;0.14;02.lut;0.077;27;60;0.9963;mar.28;0.59;09.sie;5
07.sty;0.72;0;01.sie;0.123;6;14;0.99627;mar.45;0.58;09.sie;5
07.wrz;0.66;0;01.kwi;0.096;6;13;0.99569;mar.43;0.58;09.maj;5
07.sie;0.7;0.06;01.wrz;0.079;20;35;0.99628;03.kwi;0.69;10.wrz;5
06.sty;0.64;0.02;02.kwi;0.069;26;46;0.99358;mar.47;0.45;11;5
07.maj;0.59;0.22;01.sie;0.082;43;60;0.99499;03.sty;0.42;09.lut;5
7;0.58;0.28;04.sie;0.085;12;69;0.99633;mar.32;0.7;11;6
06.sie;0.64;0;02.lip;0.123;15;33;0.99538;mar.44;0.63;11.mar;6
06.sie;0.64;0;02.lip;0.123;15;33;0.99538;mar.44;0.63;11.mar;6
08.cze;0.635;0.68;01.sie;0.403;19;56;0.99632;03.lut;0.15;09.mar;5
06.mar;01.lut;0;2;0.083;17;24;0.99437;mar.59;0.55;11.lut;4
09.sie;0.45;0.38;02.maj;0.081;34;66;0.99726;mar.15;0.58;09.sie;5
08.lut;0.78;0;02.lut;0.089;13;26;0.9978;mar.37;0.46;09.cze;4
08.maj;0.37;0.32;01.sie;0.066;26;51;0.99456;mar.38;0.72;11.sie;6
07.lut;0.57;0.05;02.mar;0.081;16;36;0.99564;mar.38;0.6;10.mar;6
07.lut;0.57;0.05;02.mar;0.081;16;36;0.99564;mar.38;0.6;10.mar;6
10.kwi;0.43;0.5;02.mar;0.068;13;19;0.996;03.sty;0.87;11.kwi;6
06.wrz;0.41;0.31;2;0.079;21;51;0.99668;mar.47;0.55;09.maj;6
05.maj;0.49;0.03;01.sie;0.044;28;87;0.9908;03.maj;0.82;14;8
5;0.38;0.01;01.cze;0.048;26;60;0.99084;03.lip;0.75;14;6
07.mar;0.44;0.2;01.cze;0.049;24;64;0.9935;mar.38;0.57;11.lip;6
05.wrz;0.46;0;01.wrz;0.077;25;44;0.99385;03.maj;0.53;11.lut;5
07.maj;0.58;0.2;2;0.073;34;44;0.99494;03.sty;0.43;09.mar;5
07.sie;0.58;0.13;02.sty;0.102;17;36;0.9944;mar.24;0.53;11.lut;6
8;0.715;0.22;02.mar;0.075;13;81;0.99688;mar.24;0.54;09.maj;6
08.maj;0.4;0.4;06.mar;0.05;3;10;0.99566;mar.28;0.56;12;4
7;0.69;0;01.wrz;0.114;3;10;0.99636;mar.35;0.6;09.lip;6
8;0.715;0.22;02.mar;0.075;13;81;0.99688;mar.24;0.54;09.maj;6
09.sie;0.3;0.39;01.lip;0.062;3;9;0.9948;mar.14;0.57;11.maj;7
07.sty;0.46;0.2;01.wrz;0.077;28;54;0.9956;mar.37;0.64;10.kwi;6
07.sty;0.46;0.2;01.wrz;0.077;28;54;0.9956;mar.37;0.64;10.kwi;6
07.wrz;0.765;0;2;0.084;9;22;0.99619;mar.33;0.68;10.wrz;6
08.lip;0.63;0.28;02.lip;0.096;17;69;0.99734;mar.26;0.63;10.lut;6
7;0.42;0.19;02.mar;0.071;18;36;0.99476;mar.39;0.56;10.wrz;5
11.mar;0.37;0.5;01.sie;0.09;20;47;0.99734;mar.15;0.57;10.maj;5
07.sty;0.16;0.44;02.maj;0.068;17;31;0.99328;mar.35;0.54;12.kwi;6
8;0.6;0.08;02.cze;0.056;3;7;0.99286;mar.22;0.37;13;5
7;0.6;0.3;04.maj;0.068;20;110;0.99914;03.mar;0.17;10.lut;5
7;0.6;0.3;04.maj;0.068;20;110;0.99914;03.mar;0.117;10.lut;5
07.cze;0.74;0;01.wrz;0.1;6;12;0.99521;mar.36;0.59;11;5
08.lut;0.635;0.1;02.sty;0.073;25;60;0.99638;mar.29;0.75;10.wrz;6
05.wrz;0.395;0.13;02.kwi;0.056;14;28;0.99362;mar.62;0.67;12.kwi;6
07.maj;0.755;0;01.wrz;0.084;6;12;0.99672;mar.34;0.49;09.lip;4
08.lut;0.635;0.1;02.sty;0.073;25;60;0.99638;mar.29;0.75;10.wrz;6
06.cze;0.63;0;04.mar;0.093;51;77.5;0.99558;03.lut;0.45;09.maj;5
06.cze;0.63;0;04.mar;0.093;51;77.5;0.99558;03.lut;0.45;09.maj;5
07.lut;0.53;0.14;02.sty;0.064;15;29;0.99323;mar.35;0.61;12.sty;6
05.lip;0.6;0;01.kwi;0.063;11;18;0.99191;mar.45;0.56;12.lut;6
07.cze;sty.58;0;02.sty;0.137;5;9;0.99476;03.maj;0.4;10.wrz;3
05.lut;0.645;0;lut.15;0.08;15;28;0.99444;mar.78;0.61;12.maj;6
06.lip;0.86;0.07;2;0.1;20;57;0.99598;03.cze;0.74;11.lip;6
09.sty;0.37;0.32;02.sty;0.064;4;15;0.99576;03.mar;0.8;11.lut;6
8;0.28;0.44;01.sie;0.081;28;68;0.99501;mar.36;0.66;11.lut;5
07.cze;0.79;0.21;02.mar;0.087;21;68;0.9955;03.gru;0.44;09.lut;5
07.maj;0.61;0.26;01.wrz;0.073;24;88;0.99612;03.mar;0.53;09.sie;5
09.lip;0.69;0.32;02.maj;0.088;22;91;0.9979;mar.29;0.62;10.sty;5
06.sie;0.68;0.09;03.wrz;0.068;15;29;0.99524;mar.41;0.52;11.sty;4
09.lip;0.69;0.32;02.maj;0.088;22;91;0.9979;mar.29;0.62;10.sty;5
7;0.62;0.1;01.kwi;0.071;27;63;0.996;mar.28;0.61;09.lut;5
07.maj;0.61;0.26;01.wrz;0.073;24;88;0.99612;03.mar;0.53;09.sie;5
06.maj;0.51;0.15;3;0.064;12;27;0.9929;mar.33;0.59;12.sie;6
8;sty.18;0.21;01.wrz;0.083;14;41;0.99532;mar.34;0.47;10.maj;5
7;0.36;0.21;02.mar;0.086;20;65;0.99558;03.kwi;0.54;10.sty;6
7;0.36;0.21;02.kwi;0.086;24;69;0.99556;03.kwi;0.53;10.sty;6
07.maj;0.63;0.27;2;0.083;17;91;0.99616;mar.26;0.58;09.sie;6
05.kwi;0.74;0;01.lut;0.041;16;46;0.99258;04.sty;0.59;12.maj;6
09.wrz;0.44;0.46;02.lut;0.091;10;41;0.99638;mar.18;0.69;11.wrz;6
07.maj;0.63;0.27;2;0.083;17;91;0.99616;mar.26;0.58;09.sie;6
09.sty;0.76;0.68;01.lip;0.414;18;64;0.99652;02.wrz;0.33;09.sty;6
09.lip;0.66;0.34;02.cze;0.094;12;88;0.99796;mar.26;0.66;10.sty;5
5;0.74;0;01.lut;0.041;16;46;0.99258;04.sty;0.59;12.maj;6
09.sty;0.34;0.42;01.sie;0.058;9;18;0.99392;mar.18;0.55;11.kwi;5
09.sty;0.36;0.39;01.sie;0.06;21;55;0.99495;mar.18;0.82;11;7
06.lip;0.46;0.24;01.lip;0.077;18;34;0.9948;mar.39;0.6;10.cze;6
06.lip;0.46;0.24;01.lip;0.077;18;34;0.9948;mar.39;0.6;10.cze;6
06.lip;0.46;0.24;01.lip;0.077;18;34;0.9948;mar.39;0.6;10.cze;6
06.lip;0.46;0.24;01.lip;0.077;18;34;0.9948;mar.39;0.6;10.cze;6
06.maj;0.52;0.11;01.sie;0.073;13;38;0.9955;mar.34;0.52;09.mar;5
07.kwi;0.6;0.26;02.sty;0.083;17;91;0.99616;mar.29;0.56;09.sie;6
07.kwi;0.6;0.26;02.sty;0.083;17;91;0.99616;mar.29;0.56;09.sie;6
07.sie;0.87;0.26;03.sie;0.107;31;67;0.99668;mar.26;0.46;09.lut;5
08.kwi;0.39;0.1;01.lip;0.075;6;25;0.99581;03.wrz;0.43;09.lip;6
09.sty;0.775;0.22;02.lut;0.079;12;48;0.9976;mar.18;0.51;09.cze;5
07.lut;0.835;0;2;0.166;4;11;0.99608;mar.39;0.52;10;5
06.cze;0.58;0.02;02.kwi;0.069;19;40;0.99387;mar.38;0.66;12.cze;6
6;0.5;0;01.kwi;0.057;15;26;0.99448;mar.36;0.45;09.maj;5
6;0.5;0;01.kwi;0.057;15;26;0.99448;mar.36;0.45;09.maj;5
6;0.5;0;01.kwi;0.057;15;26;0.99448;mar.36;0.45;09.maj;5
07.maj;0.51;0.02;01.lip;0.084;13;31;0.99538;mar.36;0.54;10.maj;6
07.maj;0.51;0.02;01.lip;0.084;13;31;0.99538;mar.36;0.54;10.maj;6
07.maj;0.51;0.02;01.lip;0.084;13;31;0.99538;mar.36;0.54;10.maj;6
07.cze;0.54;0.02;01.lip;0.085;17;31;0.99589;mar.37;0.51;10.kwi;6
07.maj;0.51;0.02;01.lip;0.084;13;31;0.99538;mar.36;0.54;10.maj;6
11.maj;0.42;0.48;02.cze;0.077;8;20;0.99852;03.wrz;0.53;11;5
08.lut;0.44;0.24;02.mar;0.063;10;28;0.99613;mar.25;0.53;10.lut;6
06.sty;0.59;0.01;02.sty;0.056;5;13;0.99472;mar.52;0.56;11.kwi;5
07.lut;0.655;0.03;01.sie;0.078;7;12;0.99587;mar.34;0.39;09.maj;5
07.lut;0.655;0.03;01.sie;0.078;7;12;0.99587;mar.34;0.39;09.maj;5
06.wrz;0.57;0;02.sie;0.081;21;41;0.99518;mar.41;0.52;10.sie;5
9;0.6;0.29;2;0.069;32;73;0.99654;mar.34;0.57;10;5
07.lut;0.62;0.01;02.mar;0.065;8;46;0.99332;mar.32;0.51;11.sie;6
07.cze;0.645;0.03;01.wrz;0.086;14;57;0.9969;mar.37;0.46;10.mar;5
07.cze;0.645;0.03;01.wrz;0.086;14;57;0.9969;mar.37;0.46;10.mar;5
07.lut;0.58;0.03;02.mar;0.077;7;28;0.99568;mar.35;0.52;10;5
06.sty;0.32;0.25;01.sie;0.086;5;32;0.99464;mar.36;0.44;10.sty;5
06.sty;0.34;0.25;01.sie;0.084;4;28;0.99464;mar.36;0.44;10.sty;5
07.mar;0.43;0.24;02.maj;0.078;27;67;0.99648;03.cze;0.59;11.sty;6
07.kwi;0.64;0.17;05.kwi;0.168;52;98;0.99736;mar.28;0.5;09.maj;5
11.cze;0.475;0.4;01.kwi;0.091;6;28;0.99704;03.lip;0.65;10.0333333333333;6
09.lut;0.54;0.31;02.mar;0.112;11;38;0.99699;mar.24;0.56;10.wrz;5
08.mar;0.85;0.14;02.maj;0.093;13;54;0.99724;mar.36;0.54;10.sty;5
11.cze;0.475;0.4;01.kwi;0.091;6;28;0.99704;03.lip;0.65;10.0333333333333;6
8;0.83;0.27;2;0.08;11;63;0.99652;mar.29;0.48;09.sie;4
07.lut;0.605;0.02;01.wrz;0.096;10;31;0.995;mar.46;0.53;11.sie;6
07.sie;0.5;0.09;02.lut;0.115;10;42;0.9971;mar.18;0.62;09.maj;5
07.mar;0.74;0.08;01.lip;0.094;10;45;0.99576;mar.24;0.5;09.sie;5
06.wrz;0.54;0.3;02.lut;0.088;9;105;0.99725;mar.25;0.18;10.maj;6
8;0.77;0.32;02.sty;0.079;16;74;0.99656;mar.27;0.5;09.sie;6
06.cze;0.61;0;01.cze;0.069;4;8;0.99396;mar.33;0.37;10.kwi;4
08.lip;0.78;0.51;01.lip;0.415;12;66;0.99623;3;0.17;09.lut;5
07.maj;0.58;0.56;03.sty;0.153;5;14;0.99476;mar.21;0.3;11.cze;6
08.lip;0.78;0.51;01.lip;0.415;12;66;0.99623;3;0.17;09.lut;5
07.lip;0.75;0.27;03.sie;0.11;34;89;0.99664;mar.24;0.45;09.mar;5
06.sie;0.815;0;01.lut;0.267;16;29;0.99471;mar.32;0.51;09.sie;3
07.lut;0.56;0.26;2;0.083;13;100;0.99586;mar.26;0.52;09.wrz;5
08.lut;0.885;0.2;01.kwi;0.086;7;31;0.9946;03.lis;0.46;10;5
05.lut;0.49;0.26;02.mar;0.09;23;74;0.9953;mar.71;0.62;12.lut;6
07.lut;0.45;0.15;2;0.078;10;28;0.99609;mar.29;0.51;09.wrz;6
07.maj;0.57;0.02;02.cze;0.077;11;35;0.99557;mar.36;0.62;10.sie;6
07.maj;0.57;0.02;02.cze;0.077;11;35;0.99557;mar.36;0.62;10.sie;6
06.sie;0.83;0.09;01.sie;0.074;4;25;0.99534;mar.38;0.45;09.cze;5
8;0.6;0.22;02.sty;0.08;25;105;0.99613;03.mar;0.49;09.wrz;5
8;0.6;0.22;02.sty;0.08;25;105;0.99613;03.mar;0.49;09.wrz;5
07.sty;0.755;0.15;01.sie;0.107;20;84;0.99593;mar.19;0.5;09.maj;5
8;0.81;0.25;03.kwi;0.076;34;85;0.99668;mar.19;0.42;09.lut;5
07.kwi;0.64;0.07;01.sie;0.1;8;23;0.9961;03.mar;0.58;09.cze;5
07.kwi;0.64;0.07;01.sie;0.1;8;23;0.9961;03.mar;0.58;09.cze;5
06.cze;0.64;0.31;06.sty;0.083;7;49;0.99718;mar.35;0.68;10.mar;5
06.lip;0.48;0.02;02.lut;0.08;36;111;0.99524;03.sty;0.53;09.lip;5
6;0.49;0;02.mar;0.068;15;33;0.99292;mar.58;0.59;12.maj;6
8;0.64;0.22;02.kwi;0.094;5;33;0.99612;mar.37;0.58;11;5
07.sty;0.62;0.06;01.mar;0.07;5;12;0.9942;mar.17;0.48;09.sie;5
8;0.52;0.25;2;0.078;19;59;0.99612;03.mar;0.48;10.lut;5
06.kwi;0.57;0.14;03.wrz;0.07;27;73;0.99669;mar.32;0.48;09.lut;5
08.cze;0.685;0.1;01.cze;0.092;3;12;0.99745;mar.31;0.65;wrz.55;6
08.lip;0.675;0.1;01.cze;0.09;4;11;0.99745;mar.31;0.65;wrz.55;5
07.mar;0.59;0.26;2;0.08;17;104;0.99584;mar.28;0.52;09.wrz;5
7;0.6;0.12;02.lut;0.083;13;28;0.9966;mar.52;0.62;10.lut;7
07.lut;0.67;0;02.lut;0.068;10;24;0.9956;mar.42;0.72;11.sty;6
07.wrz;0.69;0.21;02.sty;0.08;33;141;0.9962;mar.25;0.51;09.wrz;5
07.wrz;0.69;0.21;02.sty;0.08;33;141;0.9962;mar.25;0.51;09.wrz;5
07.cze;0.3;0.42;2;0.052;6;24;0.9963;mar.44;0.82;11.wrz;6
07.lut;0.33;0.33;01.lip;0.061;3;13;0.996;mar.23;0.20;10;8
8;0.5;0.39;02.cze;0.082;12;46;0.9985;mar.43;0.62;10.lip;6
07.lip;0.28;0.3;2;0.062;18;34;0.9952;mar.28;0.9;11.mar;7
08.lut;0.24;0.34;05.sty;0.062;8;22;0.9974;mar.22;0.94;10.wrz;6
6;0.51;0;02.sty;0.064;40;54;0.995;mar.54;0.93;10.lip;6
08.sty;0.29;0.36;02.lut;0.048;35;53;0.995;mar.27;0.20;12.kwi;7
6;0.51;0;02.sty;0.064;40;54;0.995;mar.54;0.93;10.lip;6
06.cze;0.96;0;01.sie;0.082;5;16;0.9936;03.maj;0.44;11.wrz;6
06.kwi;0.47;0.4;02.kwi;0.071;8;19;0.9963;mar.56;0.73;10.cze;6
08.lut;0.24;0.34;05.sty;0.062;8;22;0.9974;mar.22;0.94;10.wrz;6
09.wrz;0.57;0.25;2;0.104;12;89;0.9963;03.kwi;0.9;10.sty;5
10;0.32;0.59;02.lut;0.077;3;15;0.9994;03.lut;0.78;09.cze;5
06.lut;0.58;0;01.cze;0.065;8;18;0.9966;mar.56;0.84;09.kwi;5
10;0.32;0.59;02.lut;0.077;3;15;0.9994;03.lut;0.78;09.cze;5
07.mar;0.34;0.33;02.maj;0.064;21;37;0.9952;mar.35;0.77;12.sty;7
07.sie;0.53;0.01;01.cze;0.077;3;19;0.995;mar.16;0.46;09.sie;5
07.lip;0.64;0.21;02.lut;0.077;32;133;0.9956;mar.27;0.45;09.wrz;5
07.sie;0.53;0.01;01.cze;0.077;3;19;0.995;mar.16;0.46;09.sie;5
07.maj;0.4;0.18;01.cze;0.079;24;58;0.9965;mar.34;0.58;09.kwi;5
7;0.54;0;02.sty;0.079;39;55;0.9956;mar.39;0.84;11.kwi;6
06.kwi;0.53;0.09;03.wrz;0.123;14;31;0.9968;03.maj;0.67;11;4
08.mar;0.26;0.37;01.kwi;0.076;8;23;0.9974;mar.26;0.7;09.cze;6
08.mar;0.26;0.37;01.kwi;0.076;8;23;0.9974;mar.26;0.7;09.cze;6
07.lip;0.23;0.37;01.sie;0.046;23;60;0.9971;mar.41;0.71;12.sty;6
07.cze;0.41;0.33;02.maj;0.078;6;23;0.9957;03.mar;0.58;11.lut;5
07.sie;0.64;0;01.wrz;0.072;27;55;0.9962;mar.31;0.63;11;5
07.wrz;0.18;0.4;02.lut;0.049;38;67;0.996;mar.33;0.93;11.mar;5
07.kwi;0.41;0.24;01.sie;0.066;18;47;0.9956;mar.37;0.62;10.kwi;5
07.cze;0.43;0.31;02.sty;0.069;13;74;0.9958;mar.26;0.54;09.wrz;6
05.wrz;0.44;0;01.cze;0.042;3;11;0.9944;mar.48;0.85;11.lip;6
06.sty;0.4;0.16;01.sie;0.069;11;25;0.9955;mar.42;0.74;10.sty;7
10.lut;0.54;0.37;15.kwi;0.214;55;95;1.00369;mar.18;0.77;9;6
10.lut;0.54;0.37;15.kwi;0.214;55;95;1.00369;mar.18;0.77;9;6
10;0.38;0.38;01.cze;0.169;27;90;0.99914;mar.15;0.65;08.maj;5
06.sie;0.915;0.29;04.sie;0.07;15;39;0.99577;mar.53;0.54;11.sty;5
7;0.59;0;01.lip;0.052;3;8;0.996;mar.41;0.47;10.mar;5
07.mar;0.67;0.02;02.lut;0.072;31;92;0.99566;mar.32;0.68;11.0666666666667;6
07.lut;0.37;0.32;2;0.062;15;28;0.9947;mar.23;0.73;11.mar;7
07.kwi;0.785;0.19;05.lut;0.094;19;98;0.99713;mar.16;0.52;9.56666666666667;6
06.wrz;0.63;0.02;01.wrz;0.078;18;30;0.99712;03.kwi;0.75;09.sie;5
06.wrz;0.58;0.2;sty.75;0.058;8;22;0.99322;mar.38;0.49;11.lip;5
07.mar;0.67;0.02;02.lut;0.072;31;92;0.99566;mar.32;0.68;11.sty;6
07.kwi;0.785;0.19;05.lut;0.094;19;98;0.99713;mar.16;0.52;09.cze;6
06.wrz;0.63;0.02;01.wrz;0.078;18;30;0.99712;03.kwi;0.75;09.sie;5
06.sie;0.67;0;01.wrz;0.08;22;39;0.99701;03.kwi;0.74;09.lip;5
06.wrz;0.58;0.01;01.wrz;0.08;40;54;0.99683;03.kwi;0.73;09.lip;5
07.lut;0.38;0.31;2;0.056;15;29;0.99472;mar.23;0.76;11.mar;8
07.lut;0.37;0.32;2;0.062;15;28;0.9947;mar.23;0.73;11.mar;7
07.sie;0.32;0.44;02.lip;0.104;8;17;0.99732;mar.33;0.78;11;7
06.cze;0.58;0.02;2;0.062;37;53;0.99374;mar.35;0.76;11.cze;7
07.cze;0.49;0.33;01.wrz;0.074;27;85;0.99706;mar.41;0.58;9;5
11.lip;0.45;0.63;02.lut;0.073;7;23;0.99974;mar.21;0.69;10.wrz;6
06.maj;0.9;0;01.cze;0.052;9;17;0.99467;03.maj;0.63;10.wrz;6
6;0.54;0.06;01.sie;0.05;38;89;0.99236;03.mar;0.5;paü.55;6
07.cze;0.49;0.33;01.wrz;0.074;27;85;0.99706;mar.41;0.58;9;5
08.kwi;0.29;0.4;01.lip;0.067;8;20;0.99603;mar.39;0.6;10.maj;5
07.wrz;0.2;0.35;01.lip;0.054;7;15;0.99458;mar.32;0.8;11.wrz;7
06.kwi;0.42;0.09;02.mar;0.054;34;64;0.99724;mar.41;0.68;10.kwi;6
06.lut;0.785;0;02.sty;0.06;6;13;0.99664;mar.59;0.61;10;4
06.sie;0.64;0.03;02.mar;0.075;14;31;0.99545;mar.36;0.58;10.kwi;6
06.wrz;0.63;0.01;02.kwi;0.076;14;39;0.99522;mar.34;0.53;10.sie;6
06.sie;0.59;0.1;01.lip;0.063;34;53;0.9958;mar.41;0.67;09.lip;5
06.sie;0.59;0.1;01.lip;0.063;34;53;0.9958;mar.41;0.67;09.lip;5
07.mar;0.48;0.32;02.sty;0.062;31;54;0.99728;03.mar;0.65;10;7
06.lip;01.kwi;0.08;02.mar;0.067;19;32;0.99648;mar.52;0.57;11;4
07.mar;0.48;0.32;02.sty;0.062;31;54;0.99728;03.mar;0.65;10;7
07.mar;0.98;0.05;02.sty;0.061;20;49;0.99705;mar.31;0.55;09.lip;3
10;0.69;0.11;01.kwi;0.084;8;24;0.99578;lut.88;0.47;09.lip;5
06.lip;0.7;0.08;mar.75;0.067;8;16;0.99334;mar.43;0.52;12.cze;5
07.cze;0.35;0.6;02.cze;0.073;23;44;0.99656;mar.38;0.79;11.sty;6
06.sty;0.6;0.08;01.sie;0.071;14;45;0.99336;mar.38;0.54;11;5
09.wrz;0.5;0.5;13.sie;0.205;48;82;1.00242;mar.16;0.75;08.sie;5
05.mar;0.47;0.11;02.lut;0.048;16;89;0.99182;mar.54;0.88;13.5666666666667;7
09.wrz;0.5;0.5;13.sie;0.205;48;82;1.00242;mar.16;0.75;08.sie;5
05.mar;0.47;0.11;02.lut;0.048;16;89;0.99182;mar.54;0.88;13.cze;7
07.sty;0.875;0.05;05.lip;0.082;3;14;0.99808;03.kwi;0.52;10.lut;3
08.lut;0.28;0.6;3;0.104;10;22;0.99828;mar.39;0.68;10.cze;5
05.cze;0.62;0.03;01.maj;0.08;6;13;0.99498;mar.66;0.62;10.sty;4
08.lut;0.28;0.6;3;0.104;10;22;0.99828;mar.39;0.68;10.cze;5
07.lut;0.58;0.54;02.sty;0.114;3;9;0.99719;mar.33;0.57;10.mar;4
08.sty;0.33;0.44;01.maj;0.042;6;12;0.99542;mar.35;0.61;10.lip;5
06.sie;0.91;0.06;2;0.06;4;11;0.99592;mar.53;0.64;10.wrz;4
7;0.655;0.16;02.sty;0.074;8;25;0.99606;mar.37;0.55;09.lip;5
06.sie;0.68;0.21;02.sty;0.07;9;23;0.99546;mar.38;0.6;10.mar;5
6;0.64;0.05;01.wrz;0.066;9;17;0.99496;mar.52;0.78;10.cze;5
05.cze;0.54;0.04;01.lip;0.049;5;13;0.9942;mar.72;0.58;11.kwi;5
06.lut;0.57;0.1;02.sty;0.048;4;11;0.99448;mar.44;0.76;10.sie;6
07.sty;0.22;0.49;01.sie;0.039;8;18;0.99344;mar.39;0.56;12.kwi;6
05.cze;0.54;0.04;01.lip;0.049;5;13;0.9942;mar.72;0.58;11.kwi;5
06.lut;0.65;0.06;01.cze;0.05;6;18;0.99348;mar.57;0.54;lis.95;5
07.lip;0.54;0.26;01.wrz;0.089;23;147;0.99636;mar.26;0.59;09.lip;5
06.kwi;0.31;0.09;01.kwi;0.066;15;28;0.99459;mar.42;0.7;10;7
7;0.43;0.02;01.wrz;0.08;15;28;0.99492;mar.35;0.81;10.cze;6
07.lip;0.54;0.26;01.wrz;0.089;23;147;0.99636;mar.26;0.59;09.lip;5
06.wrz;0.74;0.03;02.mar;0.054;7;16;0.99508;mar.45;0.63;11.maj;6
06.cze;0.895;0.04;02.mar;0.068;7;13;0.99582;mar.53;0.58;10.sie;6
06.wrz;0.74;0.03;02.mar;0.054;7;16;0.99508;mar.45;0.63;11.maj;6
07.maj;0.725;0.04;01.maj;0.076;8;15;0.99508;mar.26;0.53;09.cze;5
